,Player,Position,BTklInt,CTkl,BClr,BSh,BPass,TCmp,LCmp,LAtt,LPrgP,LFTP,CaPrgC,Def_3rd,Mid_3rd,Att_3rd,Live,PrgC,PrgP,90s,ADWonp,ADWon
239,Rob Holding,centre-back,11,3,27,5,1,382,46,69,24,23,3,240,245,15,499,3,24,6.3,56.41025641025641,22
240,Mason Holgate,centre-back,18,3,28,3,4,143,21,58,14,12,4,120,139,27,286,4,14,5.6,47.368421052631575,9
241,Cédric Hountondji,centre-back,109,19,132,22,22,1251,127,202,84,50,5,925,814,39,1774,5,84,34.4,67.02127659574468,63
242,Petko Hristov,centre-back,10,5,12,2,2,160,11,29,8,11,2,101,122,29,251,2,8,4.1,66.66666666666666,10
243,Timo Hübers,centre-back,101,24,153,13,14,1400,149,274,84,60,10,1191,787,57,2020,10,84,28.4,59.11949685534591,94
244,Mats Hummels,centre-back,95,32,100,16,14,1468,247,338,114,100,21,879,993,89,1952,21,114,22.4,63.96396396396396,71
245,Roger Ibanez,centre-back,133,32,95,11,19,1462,146,213,77,71,24,992,974,80,2013,24,77,31.1,67.81609195402298,59
246,Igor,centre-back,68,20,56,14,19,1165,144,213,76,77,19,668,820,46,1522,19,76,22.9,57.57575757575758,38
247,Ardian Ismajli,centre-back,67,18,120,31,16,871,87,141,42,26,10,785,494,25,1301,10,42,23.3,58.16326530612245,57
248,Ko Itakura,centre-back,56,16,95,25,16,1424,75,127,59,68,19,895,845,54,1787,19,59,22.0,59.15492957746479,42
249,Hiroki Ito,centre-back,80,18,94,17,21,1708,246,432,158,142,29,1077,1156,160,2367,29,158,28.5,55.88235294117647,38
250,Armando Izzo,centre-back,123,29,87,17,12,1389,131,213,96,85,22,962,812,130,1890,22,96,27.4,51.94805194805194,40
251,Paul Jaeckel,centre-back,43,17,44,5,6,507,64,125,41,55,6,369,347,40,748,6,41,13.3,46.34146341463415,19
252,Pontus Jansson,centre-back,14,3,38,9,4,257,28,45,14,11,1,243,137,13,393,1,14,8.0,67.56756756756756,25
253,Tony Jantschke,centre-back,2,1,5,3,2,79,7,10,2,1,0,57,39,3,99,0,2,1.1,80.0,4
254,Julian Jeanvier,centre-back,59,13,96,17,7,653,90,143,27,22,4,558,423,23,1002,4,27,19.6,48.0,24
255,Moritz Jenz,centre-back,22,5,53,10,6,374,69,121,18,20,6,381,217,24,614,6,18,10.5,64.15094339622641,34
256,Juan Jesus,centre-back,26,9,29,11,7,669,50,67,55,45,14,300,518,21,834,14,55,10.4,76.92307692307693,30
257,Juanpe,centre-back,29,11,60,9,3,753,85,139,38,32,8,573,395,31,992,8,38,15.8,66.66666666666666,18
258,Jubal,centre-back,94,19,193,34,23,1099,197,318,73,65,7,979,749,57,1773,7,73,35.7,57.57575757575758,76
259,Christopher Jullien,centre-back,89,28,114,18,17,884,122,180,52,30,2,746,574,47,1360,2,52,29.9,68.25396825396825,86
260,Mathias Jørgensen,centre-back,33,9,39,12,7,404,20,49,35,30,1,291,281,42,612,1,35,12.3,51.51515151515152,17
261,Ozan Kabak,centre-back,96,17,83,23,12,1056,88,157,76,62,23,772,746,93,1588,23,76,26.5,60.60606060606061,80
262,Kaiky,centre-back,16,3,28,10,8,182,34,54,11,12,7,184,108,3,294,7,11,6.5,37.5,6
263,Pierre Kalulu,centre-back,98,28,56,17,24,1589,128,208,138,109,52,890,1056,172,2099,52,138,28.3,52.17391304347826,36
264,Marcin Kamiński,centre-back,15,2,28,7,1,254,47,73,25,20,2,206,152,24,380,2,25,7.0,63.04347826086957,29
265,Michael Keane,centre-back,21,5,55,7,5,305,39,93,31,33,2,275,239,55,565,2,31,10.9,67.0,67
266,Kévin Keben Biakolo,centre-back,8,0,9,0,1,117,5,11,5,3,5,69,84,49,198,5,5,4.0,27.27272727272727,3
267,Thilo Kehrer,centre-back,77,21,76,6,10,927,68,119,60,59,15,600,595,147,1335,15,60,24.8,52.17391304347826,36
268,Check Keita,centre-back,17,4,24,5,1,264,22,35,19,14,8,171,190,14,372,8,19,7.6,42.85714285714285,9
269,Lloyd Kelly,centre-back,59,13,101,15,11,934,104,227,47,73,14,752,526,124,1394,14,47,22.7,64.28571428571429,36
270,Marc-Oliver Kempf,centre-back,95,16,143,32,10,1011,99,197,81,57,11,906,701,52,1644,11,81,30.1,60.84905660377359,129
271,Anthony Khelifa,centre-back,0,0,0,0,0,11,1,1,1,1,1,4,8,0,12,1,1,0.1,0.0,0
272,Luca Kilian,centre-back,33,12,48,8,8,585,56,101,53,38,14,442,326,37,801,14,53,12.5,54.761904761904766,23
273,Max Kilman,centre-back,55,16,164,42,28,1748,189,384,127,133,30,1460,952,75,2470,30,127,36.7,67.1875,86
274,Presnel Kimpembe,centre-back,30,9,9,7,5,471,22,26,40,36,4,203,327,39,567,4,40,8.1,61.90476190476191,13
275,Jakub Kiwior,centre-back,59,11,81,21,10,830,100,162,43,31,13,718,410,80,1201,13,43,20.7,57.692307692307686,30
276,Simon Kjær,centre-back,24,7,35,11,3,591,99,152,45,47,3,432,322,11,761,3,45,11.2,57.57575757575758,19
277,Lukas Klostermann,centre-back,29,8,31,3,3,687,44,79,40,36,5,372,458,48,873,5,40,10.1,45.45454545454545,15
278,Robin Knoche,centre-back,83,24,140,18,17,1332,199,347,98,98,12,1045,887,45,1963,12,98,31.9,49.549549549549546,55
279,Robin Koch,centre-back,96,24,152,21,23,1229,141,285,114,121,11,1051,820,106,1963,11,114,35.3,61.66666666666667,111
280,Rudy Kohon,centre-back,5,2,2,0,1,24,2,3,2,0,0,28,11,0,39,0,2,0.7,0.0,0
281,Timothée Kolodziejczak,centre-back,1,0,1,0,0,14,3,4,0,4,0,11,6,3,20,0,0,0.3,0.0,0
282,Cheick Konaté,centre-back,32,13,8,1,6,228,20,43,21,14,12,156,188,46,377,12,21,6.4,37.5,3
283,Ibrahima Konaté,centre-back,64,16,61,5,7,988,59,109,56,56,7,589,691,43,1317,7,56,17.2,76.66666666666667,46
284,Ezri Konsa,centre-back,68,18,120,23,18,1681,120,202,56,70,7,1280,850,70,2192,7,56,36.9,59.78260869565217,55
285,Odilon Kossonou,centre-back,45,8,58,11,15,808,47,93,77,61,26,463,614,75,1144,26,77,16.9,63.04347826086957,29
286,Kalidou Koulibaly,centre-back,74,26,77,13,17,1275,96,175,81,83,10,793,838,63,1687,10,81,20.0,54.09836065573771,33
287,Boubakar Kouyaté,centre-back,65,19,73,14,10,499,63,100,27,24,3,440,334,30,796,3,27,14.0,63.23529411764706,43
288,Cheikhou Kouyaté,centre-back,39,9,24,2,12,185,18,25,19,13,6,136,166,64,363,6,19,9.8,69.23076923076923,18
289,Marash Kumbulla,centre-back,8,2,6,1,1,157,9,22,8,3,2,102,100,5,204,2,8,2.9,63.63636363636363,7
290,Maxence Lacroix,centre-back,48,8,85,11,11,952,115,176,83,71,15,690,586,29,1298,15,83,18.1,60.24096385542169,50
291,Vassilis Lambropoulos,centre-back,23,6,41,3,2,163,16,52,26,12,1,174,141,19,329,1,26,7.0,52.94117647058824,18
292,Aymeric Laporte,centre-back,14,7,30,4,6,892,52,74,85,87,30,335,538,166,1036,30,85,11.0,55.81395348837209,24
293,Julien Laporte,centre-back,40,16,108,27,6,681,96,156,41,52,4,578,411,17,1005,4,41,18.4,59.61538461538461,31
294,Jamaal Lascelles,centre-back,1,1,17,2,1,79,7,11,3,4,0,68,47,4,118,0,3,2.4,62.5,5
295,Maxime Le Marchand,centre-back,76,19,74,14,8,958,111,231,90,85,10,627,720,74,1405,10,90,22.4,67.04545454545455,59
296,Robin Le Normand,centre-back,69,14,93,14,8,1533,171,240,122,93,26,946,988,53,1976,26,122,31.1,74.48275862068967,108
297,Diogo Leite,centre-back,61,21,99,14,9,1071,146,260,111,97,19,765,765,110,1626,19,111,25.0,58.333333333333336,70
298,Maxim Leitsch,centre-back,27,4,26,4,3,249,27,50,25,16,5,188,205,12,405,5,25,7.4,58.06451612903226,18
299,Florian Lejeune,centre-back,43,17,123,16,8,1110,221,401,80,119,8,804,789,86,1666,8,80,28.5,64.83516483516483,59
300,Clément Lenglet,centre-back,56,16,68,11,15,1270,129,219,85,80,33,805,761,107,1666,33,85,22.4,60.56338028169014,43
301,Philipp Lienhart,centre-back,64,13,97,15,14,1369,196,308,79,74,16,999,812,63,1864,16,79,27.8,61.53846153846154,64
302,Matthijs de Ligt,centre-back,55,15,85,20,11,1902,162,216,143,155,17,1018,1183,132,2322,17,143,26.7,60.0,96
303,Victor Lindelöf,centre-back,43,9,63,9,9,866,54,76,36,35,3,550,491,35,1074,3,36,15.2,62.264150943396224,33
304,Diego Llorente,centre-back,49,9,44,2,6,620,55,91,39,32,2,488,345,31,861,4,39,13.6,71.42857142857143,30
305,Luka Lochoshvili,centre-back,67,22,89,10,21,627,46,125,70,43,17,561,414,54,1019,17,70,20.4,54.285714285714285,38
306,David López,centre-back,45,19,64,19,10,1082,93,146,54,57,18,795,553,37,1379,18,54,18.4,47.540983606557376,29
307,Matteo Lovato,centre-back,30,10,33,5,3,274,30,44,8,8,1,233,172,9,411,1,8,9.0,48.38709677419355,15
308,Dejan Lovren,centre-back,51,20,70,10,10,961,109,161,64,65,12,536,695,48,1273,12,64,16.2,69.11764705882352,47
309,Jhon Lucumí,centre-back,88,24,100,26,17,1731,181,263,84,98,37,1222,998,51,2258,37,84,32.2,57.74647887323944,41
310,José Luis Palomino,centre-back,51,11,20,4,7,428,44,70,29,26,3,261,313,39,607,3,29,8.4,64.86486486486487,24
311,Castello Lukeba,centre-back,114,21,105,24,18,2034,138,207,166,133,24,1115,1399,85,2580,24,166,33.2,54.54545454545454,36
312,Sebastiano Luperto,centre-back,76,9,163,42,12,1474,183,298,72,54,13,1236,783,52,2057,13,72,34.8,51.798561151079134,72
313,Lyanco,centre-back,44,12,65,25,5,400,44,110,35,31,13,368,297,64,720,13,35,13.1,56.81818181818182,25
314,Lisandro Magallán,centre-back,32,10,30,5,9,325,42,67,16,16,2,302,163,20,480,2,16,10.0,47.22222222222222,17
315,Giangiacomo Magnani,centre-back,54,19,76,15,5,367,61,122,32,32,5,341,323,27,683,5,32,17.0,61.11111111111112,33
316,Harry Maguire,centre-back,21,4,41,11,7,491,58,93,26,31,8,353,291,32,672,8,26,8.5,53.191489361702125,25
317,Gianluca Mancini,centre-back,83,18,67,17,21,1306,157,311,93,104,17,855,885,139,1865,17,93,31.8,69.04761904761905,58
318,Aïssa Mandi,centre-back,39,6,58,14,5,826,98,120,36,30,7,573,429,51,1051,7,36,16.2,51.28205128205128,20
319,Marcão,centre-back,8,1,14,3,0,187,8,20,13,16,1,120,130,5,255,1,13,4.2,66.66666666666666,8
320,Gian Marco Ferrari,centre-back,46,10,81,20,9,1111,144,221,101,78,11,749,672,66,1476,11,101,24.7,66.19718309859155,47
321,Pablo Marí,centre-back,68,17,111,14,8,1431,194,275,57,74,6,1090,750,37,1874,6,57,27.6,68.6046511627907,59
322,José María Giménez,centre-back,67,24,138,17,20,1183,171,236,63,70,9,941,643,50,1623,9,63,26.9,67.12328767123287,49
323,Guillermo Maripán,centre-back,84,17,87,27,12,1015,135,180,68,62,6,658,734,37,1418,6,68,24.0,54.54545454545454,48
324,Marlon,centre-back,53,15,50,4,9,950,66,83,63,72,19,552,587,47,1182,19,63,17.7,65.57377049180327,40
325,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0.0,0.0,0
326,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0.0,56.451612903225815,35
327,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,4,99,30.2,0.0,0
328,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,4,99,30.2,56.451612903225815,35
329,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,4,946,1359,117,2411,0,0,0.0,0.0,0
330,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,4,946,1359,117,2411,0,0,0.0,56.451612903225815,35
331,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,4,946,1359,117,2411,4,99,30.2,0.0,0
332,Marquinhos,centre-back,0,0,0,0,0,2,0,0,0,0,4,946,1359,117,2411,4,99,30.2,56.451612903225815,35
333,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,0,0,2,1,3,0,0,0.0,0.0,0
334,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,0,0,2,1,3,0,0,0.0,56.451612903225815,35
335,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,0,0,2,1,3,4,99,30.2,0.0,0
336,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,0,0,2,1,3,4,99,30.2,56.451612903225815,35
337,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,4,946,1359,117,2411,0,0,0.0,0.0,0
338,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,4,946,1359,117,2411,0,0,0.0,56.451612903225815,35
339,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,4,946,1359,117,2411,4,99,30.2,0.0,0
340,Marquinhos,centre-back,0,0,0,0,0,2068,136,164,99,104,4,946,1359,117,2411,4,99,30.2,56.451612903225815,35
341,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,0,0,2,1,3,0,0,0.0,0.0,0
342,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,0,0,2,1,3,0,0,0.0,56.451612903225815,35
343,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,0,0,2,1,3,4,99,30.2,0.0,0
344,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,0,0,2,1,3,4,99,30.2,56.451612903225815,35
345,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,4,946,1359,117,2411,0,0,0.0,0.0,0
346,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,4,946,1359,117,2411,0,0,0.0,56.451612903225815,35
347,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,4,946,1359,117,2411,4,99,30.2,0.0,0
348,Marquinhos,centre-back,56,18,83,27,16,2,0,0,0,0,4,946,1359,117,2411,4,99,30.2,56.451612903225815,35
349,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,0,0,2,1,3,0,0,0.0,0.0,0
350,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,0,0,2,1,3,0,0,0.0,56.451612903225815,35
351,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,0,0,2,1,3,4,99,30.2,0.0,0
352,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,0,0,2,1,3,4,99,30.2,56.451612903225815,35
353,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,4,946,1359,117,2411,0,0,0.0,0.0,0
354,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,4,946,1359,117,2411,0,0,0.0,56.451612903225815,35
355,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,4,946,1359,117,2411,4,99,30.2,0.0,0
356,Marquinhos,centre-back,56,18,83,27,16,2068,136,164,99,104,4,946,1359,117,2411,4,99,30.2,56.451612903225815,35
357,Luca Marrone,centre-back,0,0,4,2,0,78,5,8,4,0,0,66,25,2,93,0,4,1.5,44.44444444444444,4
358,Iñigo Martínez,centre-back,36,6,55,11,6,627,109,172,60,52,11,451,430,38,914,11,60,14.9,57.77777777777777,26
359,Lisandro Martínez,centre-back,87,30,103,27,24,1330,96,193,83,92,12,934,829,60,1809,12,83,23.5,50.79365079365079,32
360,Lucas Martínez Quarta,centre-back,128,42,78,19,22,1245,213,340,119,119,19,854,890,111,1835,19,119,24.1,67.85714285714286,76
361,Erhan Mašović,centre-back,77,30,79,14,16,662,62,127,60,41,4,558,464,61,1078,4,60,24.2,46.0,46
362,Joël Matip,centre-back,35,11,45,3,5,766,57,85,59,53,28,482,468,62,1004,28,59,12.1,52.083333333333336,25
363,Chrislain Matsima,centre-back,22,4,23,8,0,302,23,40,24,19,2,191,189,42,421,2,24,7.5,68.96551724137932,20
364,Konstantinos Mavropanos,centre-back,113,28,99,18,21,1255,246,329,120,92,34,874,875,157,1875,34,120,25.4,70.43478260869566,81
365,Christian Mawissa,centre-back,5,1,1,0,0,41,1,1,6,1,1,11,34,11,56,1,6,1.1,50.0,1
366,Fernand Mayembo,centre-back,19,4,36,0,2,275,36,53,11,7,2,233,153,10,394,2,11,7.9,75.0,15
367,Mamadou Mbaye,centre-back,17,6,50,8,2,219,24,47,13,12,2,232,150,15,393,2,13,8.4,56.52173913043478,26
368,Chancel Mbemba,centre-back,85,22,89,12,13,1441,126,211,183,127,47,669,1043,339,2042,47,183,31.7,67.28971962616822,72
369,Scott McKenna,centre-back,24,6,85,14,6,569,66,122,35,35,5,501,333,45,877,5,35,17.5,61.01694915254237,36
370,Gary Medel,centre-back,53,9,34,10,7,986,107,155,58,61,1,520,656,60,1226,1,58,16.4,50.0,15
371,Facundo Medina,centre-back,57,13,62,9,16,2260,162,246,238,239,81,806,1714,237,2728,81,238,30.9,46.25,37
372,Ben Mee,centre-back,93,20,122,42,12,1348,169,316,84,86,8,1089,887,156,2122,8,84,36.3,57.20524017467249,131
373,Pedro Mendes,centre-back,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,0,0,0.1,50.0,1
374,Chris Mepham,centre-back,75,19,152,27,13,870,75,142,42,42,2,852,455,36,1336,2,42,24.4,63.095238095238095,53
375,Jorge Meré,centre-back,17,5,32,6,3,179,23,36,14,8,1,148,127,11,283,1,14,6.7,65.21739130434783,15
376,Yıldırım Mert Çetin,centre-back,2,0,1,0,0,2,1,1,0,0,0,5,3,0,8,0,0,0.2,0.0,0
377,Nikola Milenković,centre-back,62,18,72,14,13,1107,129,182,78,62,9,743,710,74,1520,9,78,23.7,70.87378640776699,73
378,Éder Militão,centre-back,88,26,104,39,28,1660,188,273,98,138,28,1088,984,157,2216,28,98,30.0,65.3061224489796,64
379,Kim Min-jae,centre-back,96,25,123,26,10,2552,214,295,169,201,42,1329,1722,104,3142,42,169,33.9,62.75862068965517,91
380,Yerry Mina,centre-back,21,9,28,4,3,286,17,27,13,15,1,198,176,30,402,1,13,6.6,55.88235294117647,19
381,Tyrone Mings,centre-back,69,9,163,21,19,1617,153,286,111,106,20,1276,877,81,2228,20,111,35.0,71.76470588235294,61
382,Óscar Mingueza,centre-back,49,25,25,4,6,721,58,126,69,70,24,351,490,209,1032,24,69,14.3,50.0,8
383,Stefan Mitrović,centre-back,31,7,90,10,2,403,63,111,17,14,1,396,260,11,663,1,17,18.7,70.37037037037037,38
384,César Montes,centre-back,31,10,101,12,7,624,81,158,41,46,13,511,422,66,989,13,41,17.7,64.15094339622641,68
385,Cristhian Mosquera,centre-back,5,4,5,0,1,53,4,9,1,0,0,46,26,9,81,0,1,1.6,60.0,3
386,Abdul Mumin,centre-back,20,3,36,5,8,299,45,99,19,18,5,248,231,19,493,5,19,10.2,41.935483870967744,13
387,Jeison Murillo,centre-back,30,17,39,14,8,456,55,97,35,30,8,323,325,28,671,8,35,11.7,58.333333333333336,28
388,Obite N'Dicka,centre-back,56,18,150,19,28,1563,108,199,94,74,16,1078,1003,90,2159,16,94,29.9,61.6,77
389,Stanley N'Soki,centre-back,46,12,34,5,17,652,63,116,64,62,17,415,481,43,931,17,64,14.3,64.70588235294117,22
390,Nacho,centre-back,42,12,37,6,5,1085,53,74,75,79,18,503,629,205,1327,18,75,18.2,63.1578947368421,36
391,Matija Nastasić,centre-back,28,3,43,4,7,238,35,70,25,24,4,219,162,13,392,4,25,10.1,60.0,9
392,Youssouf Ndayishimiye,centre-back,25,6,22,5,3,337,35,47,30,32,7,159,250,43,446,7,30,6.3,45.45454545454545,5
393,Moussa Niakhate,centre-back,37,11,60,8,10,265,39,90,15,16,2,301,159,69,528,2,15,12.9,55.88235294117647,19
394,Tanguy Nianzou,centre-back,36,8,44,5,3,676,39,73,66,58,4,368,498,35,894,4,66,15.2,74.4186046511628,32
395,Rasmus Nicolaisen,centre-back,98,29,152,45,13,1484,188,289,114,81,21,1123,960,55,2130,21,114,33.3,73.88535031847134,116
396,Dimitris Nikolaou,centre-back,72,25,82,26,15,1348,149,298,105,112,20,989,814,136,1926,20,105,32.9,50.84745762711864,30
397,Unai Núñez,centre-back,119,18,135,17,10,1744,203,316,146,131,31,1197,1100,83,2366,31,146,35.0,56.91056910569105,70
398,Bram Nuytinck,centre-back,89,27,106,27,15,672,79,127,27,20,5,692,355,19,1063,5,27,20.9,48.0,36
399,Gerzino Nyamsi,centre-back,38,10,63,11,8,710,74,131,68,55,13,472,503,43,1008,13,68,17.5,64.91228070175438,37
400,Tim Oermann,centre-back,3,1,8,2,1,39,6,12,0,1,0,51,18,0,69,0,0,2.2,44.44444444444444,4
401,Odeluga Offiah,centre-back,1,0,1,0,0,24,1,1,1,2,1,11,21,3,35,1,1,0.3,0.0,0
402,Angelo Ogbonna,centre-back,28,5,74,7,4,332,32,62,11,8,0,331,197,17,545,0,11,13.7,63.63636363636363,35
403,Florent Ogier,centre-back,51,22,64,13,9,741,93,168,57,47,4,586,476,39,1098,4,57,18.9,50.90909090909091,28
404,Marios Oikonomou,centre-back,7,1,13,4,1,63,7,19,2,1,0,80,35,3,118,0,2,2.4,66.66666666666666,4
405,Caleb Okoli,centre-back,51,10,44,5,5,345,28,49,19,11,4,328,229,48,598,4,19,10.7,63.23529411764706,43
406,Warmed Omari,centre-back,37,14,43,7,6,911,125,147,58,42,4,475,613,27,1106,4,58,15.1,66.07142857142857,37
407,Willi Orban,centre-back,90,26,129,24,18,2345,240,352,153,154,16,1473,1441,99,3000,16,153,32.8,59.67741935483871,111
408,Ivan Ordets,centre-back,88,16,139,17,17,731,75,160,53,30,3,716,520,103,1335,3,53,27.2,66.34615384615384,138
409,Reece Oxford,centre-back,2,0,5,3,1,28,3,14,4,2,0,47,19,2,67,0,4,1.0,50.0,7
410,Cenk Özkacar,centre-back,39,14,47,2,12,646,60,91,61,54,23,409,462,45,908,23,61,15.2,59.036144578313255,49
411,Jon Pacheco,centre-back,28,6,37,6,3,812,78,117,48,51,18,423,561,13,994,18,48,13.3,56.60377358490566,30
412,Nicolas Pallois,centre-back,99,42,131,18,17,977,163,256,86,88,8,688,771,35,1475,8,86,24.6,58.333333333333336,35
413,Erik Palmer-Brown,centre-back,68,18,166,29,27,1212,95,185,75,64,6,1073,684,40,1784,6,75,35.5,63.63636363636363,56
414,Aitor Paredes,centre-back,21,6,26,7,4,464,68,93,33,29,4,277,296,30,600,4,33,9.5,75.0,21
415,Patric,centre-back,28,11,53,12,5,947,173,235,27,30,0,709,469,8,1181,0,27,15.7,26.666666666666668,8
416,Gabriel Paulista,centre-back,49,13,79,14,8,645,87,127,61,53,12,475,446,42,959,12,61,16.7,58.333333333333336,42
417,Théo Pellenard,centre-back,3,1,2,1,2,11,2,6,2,4,0,23,11,2,36,0,2,1.1,100.0,1
418,Nehuén Pérez,centre-back,112,39,106,23,30,1538,224,352,101,107,23,1051,947,153,2136,23,101,31.3,61.40350877192983,35
419,Lucas Perrin,centre-back,80,25,53,5,8,678,82,144,50,56,13,423,501,89,1006,13,50,19.6,65.45454545454545,36
420,Germán Pezzella,centre-back,91,26,129,15,17,1129,101,192,54,45,8,883,691,44,1606,8,54,27.9,70.1923076923077,73
421,Nathaniel Phillips,centre-back,4,2,1,0,0,71,9,14,9,7,0,26,63,2,89,0,9,0.7,100.0,4
422,Amos Pieper,centre-back,76,24,94,11,12,943,127,224,84,64,14,627,742,83,1448,14,84,21.7,68.68686868686868,68
423,Ethan Pinnock,centre-back,87,18,215,31,10,914,84,160,52,43,2,927,497,134,1554,2,52,30.0,66.87898089171973,105
424,Gerard Piqué,centre-back,7,4,19,1,1,353,56,66,35,47,3,126,290,9,424,3,35,4.3,76.92307692307693,20
425,Lorenzo Pirola,centre-back,63,19,85,35,15,790,65,127,43,43,13,719,472,51,1235,13,43,21.6,55.172413793103445,48
426,Marin Pongračić,centre-back,32,5,31,3,1,296,47,63,19,16,3,232,201,11,435,3,19,8.8,47.368421052631575,9
427,Jackson Porozo,centre-back,65,13,75,17,7,512,35,73,26,21,6,463,348,47,851,6,26,18.0,65.27777777777779,47
428,Stefan Posch,centre-back,116,44,69,15,29,1407,148,305,148,112,45,858,960,363,2157,45,148,28.3,49.09090909090909,27
429,Eduardo Quaresma,centre-back,5,1,3,2,1,60,3,5,10,5,4,25,53,4,81,4,10,1.0,50.0,1
430,Joshua Quarshie,centre-back,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.0,0.0,0
431,Ștefan Radu,centre-back,0,0,0,0,0,6,0,0,1,0,0,1,6,0,7,0,1,0.0,0.0,0
432,Antonio Raillo,centre-back,65,10,158,29,9,902,99,173,50,32,8,798,579,53,1413,8,50,30.7,64.33566433566433,92
433,Adil Rami,centre-back,44,17,75,16,7,615,103,154,35,45,4,521,367,31,909,4,35,17.7,64.44444444444444,29
434,Sergio Ramos,centre-back,68,23,93,13,16,2394,283,327,163,215,15,1061,1566,159,2774,15,163,30.0,61.79775280898876,55
435,Andrea Ranocchia,centre-back,3,3,7,5,0,16,2,4,0,2,0,28,7,0,35,0,0,0.5,33.33333333333333,1
436,Tim Ream,centre-back,71,13,116,24,21,1662,267,379,142,148,28,1124,1020,61,2193,28,142,32.2,60.75949367088608,48
437,Karim Rekik,centre-back,21,4,24,5,7,642,38,59,50,48,13,323,429,52,799,13,50,13.1,68.75,22
438,Panagiotis Retsos,centre-back,7,3,3,1,3,44,4,7,2,3,2,31,38,7,76,2,2,1.4,50.0,3
439,Alejandro Revuelta Montero,centre-back,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0
440,Chadi Riad,centre-back,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0
441,Alexsandro Ribeiro,centre-back,57,19,59,2,9,1148,82,120,90,77,9,643,770,44,1449,9,90,17.9,53.333333333333336,32
442,Chris Richards,centre-back,17,5,31,1,9,169,19,27,14,15,4,131,119,24,274,4,14,5.0,77.77777777777779,14
443,Enzo Roco,centre-back,50,15,63,15,7,587,75,119,42,43,6,486,376,37,891,6,42,18.4,69.6969696969697,46
444,Joe Rodon,centre-back,20,4,54,12,4,945,90,118,49,39,5,487,667,25,1175,5,49,15.7,59.45945945945946,44
445,Ricardo Rodríguez,centre-back,92,28,61,15,15,1439,128,242,133,114,49,692,998,314,1993,49,133,29.7,50.84745762711864,30
446,Agustín Rogel,centre-back,29,11,74,8,7,426,51,100,23,11,1,434,275,20,726,1,23,15.8,58.333333333333336,49
447,Filippo Romagna,centre-back,0,0,2,1,0,34,0,1,0,0,1,29,11,0,40,1,0,0.5,100.0,2
448,Alessio Romagnoli,centre-back,71,11,108,26,7,1673,153,223,62,91,3,1089,988,34,2107,3,62,32.5,63.41463414634146,78
449,Simone Romagnoli,centre-back,7,2,11,1,3,61,1,6,5,1,0,56,43,2,100,0,5,1.9,55.55555555555556,10
450,Cristian Romero,centre-back,112,29,102,18,22,1407,119,176,92,87,19,976,849,111,1923,19,92,26.3,68.67469879518072,57
451,Anthony Rouault,centre-back,122,30,126,26,26,1802,208,329,136,113,10,1282,1113,69,2451,10,136,36.8,57.333333333333336,86
452,Amir Rrahmani,centre-back,47,17,79,20,16,1977,266,349,135,149,23,955,1327,102,2372,23,135,27.2,62.61682242990653,67
453,Ruan,centre-back,62,19,80,17,12,835,74,97,22,22,6,681,431,28,1136,6,22,19.0,58.620689655172406,51
454,Antonio Rüdiger,centre-back,37,14,74,13,10,1486,109,153,59,75,21,907,840,79,1814,21,59,26.8,62.71186440677966,37
